Gene,Log2_FoldChange,MannWhit_P_values,bonferroni_p_Values_corrected,sidak_p_Values_corrected,holm-sidak_p_Values_corrected,holm_p_Values_corrected,simes-hochberg_p_Values_corrected,hommel_p_Values_corrected,fdr_bh_p_Values_corrected,fdr_by_p_Values_corrected,fdr_tsbh_p_Values_corrected,fdr_tsbky_p_Values_corrected
Tmem62,0.000118821319404,0.375413118398,1.0,1.0,1.0,1.0,0.5,0.5,0.407436935387,1.0,0.180094067208,0.191293264642
B630005N14Rik,0.00273965654246,0.496161145372,1.0,1.0,1.0,1.0,0.5,0.5,0.497596983217,1.0,0.219946344464,0.233623766351
Agap1,0.000646250309089,0.457850424412,1.0,1.0,1.0,1.0,0.5,0.5,0.470899349303,1.0,0.208145535409,0.221089120849
Clic5,-0.0291501625719,0.0139458347954,1.0,1.0,1.0,1.0,0.5,0.5,0.0279346354226,0.295226139418,0.0123475847973,0.0131154226396
Iffo1,-0.0203272734414,0.000972273460892,1.0,0.999999999403,0.999999302015,1.0,0.5,0.5,0.00291972014839,0.0308569521152,0.00129056605075,0.00137082024362
Ppm1k,-0.00424872785245,0.459759413188,1.0,1.0,1.0,1.0,0.5,0.5,0.472218114845,1.0,0.208728452247,0.221708286525
Pigt,-0.0191133131852,0.002265084175,1.0,1.0,1.0,1.0,0.5,0.5,0.00601067669871,0.0635236096768,0.00265682150862,0.00282203666025
Lrtm1,-0.0494212659677,0.0103276672313,1.0,1.0,1.0,1.0,0.5,0.5,0.0217260127496,0.229610545188,0.00960326779547,0.0102004495556
Fam53c,0.00676998790208,0.101148577451,1.0,1.0,1.0,1.0,0.5,0.5,0.144917010016,1.0,0.0640557874718,0.0680391136402
Slc7a14,-0.0261682958275,0.000591484347453,1.0,0.999997547224,0.999865816589,1.0,0.5,0.5,0.00190412063093,0.0201236269725,0.000841653760609,0.000893992223404
Nalcn,-0.0177895745853,0.000688148294738,1.0,0.999999703198,0.999964816624,1.0,0.5,0.5,0.00216212629539,0.0228503500929,0.00095569666011,0.00101512691092
Peli3,0.00770147444256,0.102857986323,1.0,1.0,1.0,1.0,0.5,0.5,0.14684174619,1.0,0.0649065536537,0.0689427849433
Gpr152,0.066821270909,1.61712702265e-08,0.000353083514125,0.00035302119001,0.000328950379075,0.000329004492758,0.000328988321488,0.000300704769862,2.36307115659e-07,2.49740282691e-06,1.04451771239e-07,1.10947132394e-07
Rgs8,0.032661427758,0.000130180264539,1.0,0.94172260061,0.880637659882,1.0,0.5,0.5,0.000515752865105,0.00545071467572,0.000227971553592,0.000242148025241
Sec22c,-0.0120491274467,0.250288165641,1.0,1.0,1.0,1.0,0.5,0.5,0.298787272505,1.0,0.13206906508,0.140281814992
Bri3bp,0.00237143208077,0.137361554554,1.0,1.0,1.0,1.0,0.5,0.5,0.185751839088,1.0,0.0821054776515,0.0872112286009
Zfp509,-0.02810622844,4.07751696954e-07,0.0089028505513,0.00886333932297,0.00788484330709,0.00791609144467,0.00791609144467,0.00667530303084,3.67539657945e-06,3.88432899362e-05,1.62458790823e-06,1.72561333908e-06
A730037C10Rik,-0.00803051781627,0.15386200465,1.0,1.0,1.0,1.0,0.5,0.5,0.203319854718,1.0,0.0898708398775,0.0954594819408
Ctxn3,-0.0216700643715,0.00362895242785,1.0,1.0,1.0,1.0,0.5,0.5,0.00899437836863,0.0950567480859,0.00397566848198,0.00422289648317
Tmx3,0.00628197860537,0.189296927388,1.0,1.0,1.0,1.0,0.5,0.5,0.239917119547,1.0,0.106047454463,0.112642043604
Ankhd1,-0.00699784276668,0.0259582399054,1.0,1.0,1.0,1.0,0.5,0.5,0.0470307996694,0.497043230029,0.0207884147481,0.0220811478442
Nkrf,0.0161166688154,0.0167236229984,1.0,1.0,1.0,1.0,0.5,0.5,0.0324989128629,0.343463533161,0.0143650731904,0.0152583690847
Fgd2,-0.00819419485048,0.0136053712412,1.0,1.0,1.0,1.0,0.5,0.5,0.0273835036671,0.289401524276,0.0121039751714,0.0128566640843
Arid4a,0.0130031657263,0.030297212789,1.0,1.0,1.0,1.0,0.5,0.5,0.0534002123967,0.564358127876,0.0236038036934,0.0250716124993
Zfp574,0.00992884200249,0.0219001242555,1.0,1.0,1.0,1.0,0.5,0.5,0.0407794791308,0.430976385019,0.0180252245622,0.0191461279423
Rbm10,-0.00461172586506,0.13010972151,1.0,1.0,1.0,1.0,0.5,0.5,0.177671552887,1.0,0.0785338534813,0.0834175020324
A630033H20Rik,-0.0710712282664,4.380280452e-06,0.0956390433891,0.0912081990091,0.0775281047658,0.0806981927479,0.080663880414,0.0598602218213,2.79468975215e-05,0.000295355730947,1.23530048539e-05,1.31211797438e-05
Usp47,0.0121064411438,0.000434852269307,1.0,0.99992489545,0.998740790141,1.0,0.5,0.5,0.00146207357003,0.0154518693048,0.00064626142825,0.000686449366926
Slc44a2,0.0180188249495,0.0134414152013,1.0,1.0,1.0,1.0,0.5,0.5,0.0271046931286,0.286454925629,0.011980736163,0.0127257614255
A530023O14Rik,0.0776489432313,1.13858705536e-10,2.48599097667e-06,2.48598777119e-06,2.41095507147e-06,2.41095808972e-06,2.4105026549e-06,2.32784123468e-06,3.74103903842e-09,3.95370297846e-08,1.65360299349e-09,1.75643273512e-09
Ankrd58,0.00158180110206,0.23820311626,1.0,1.0,1.0,1.0,0.5,0.5,0.286907981709,1.0,0.126818216152,0.134704440629
Tbcd,-0.00252258663279,0.318633983966,1.0,1.0,1.0,1.0,0.5,0.5,0.360102672479,1.0,0.159171516538,0.169069639598
Gimap9,0.00338016928445,0.336002582799,1.0,1.0,1.0,1.0,0.5,0.5,0.37506748023,1.0,0.165786216529,0.176095676466
1700030C10Rik,0.00503605469722,0.329009177719,1.0,1.0,1.0,1.0,0.5,0.5,0.369113596945,1.0,0.163154498677,0.17330030454
Ktelc1,-0.00110044211415,0.373587293309,1.0,1.0,1.0,1.0,0.5,0.5,0.40602283222,1.0,0.179469009515,0.190629337571
Acox1,-0.00417139057703,0.197219003211,1.0,1.0,1.0,1.0,0.5,0.5,0.247748113786,1.0,0.109508887339,0.116318726603
Gpr20,-0.0204576994295,0.00943653350472,1.0,1.0,1.0,1.0,0.5,0.5,0.0201760329734,0.213229642463,0.00891815032637,0.00947272787464
Taok3,-0.0161271935457,0.00138282676539,1.0,1.0,0.999999997,1.0,0.5,0.5,0.0039384517401,0.0416233784663,0.00174086277108,0.00184911878518
Ccrl1,0.0107180523912,0.0268404501918,1.0,1.0,1.0,1.0,0.5,0.5,0.0483747544538,0.51124676541,0.0213824656606,0.0227121399707
Slc5a8,0.00702011039057,0.117332404068,1.0,1.0,1.0,1.0,0.5,0.5,0.163531326837,1.0,0.0722836326509,0.0767786095585
Ttc24,-0.0197327239568,0.00219736419699,1.0,1.0,1.0,1.0,0.5,0.5,0.00585068492015,0.0618327426078,0.00258610241662,0.00274691988272
Epha10,0.0130657718316,0.0319867367786,1.0,1.0,1.0,1.0,0.5,0.5,0.0558357527165,0.59009804376,0.0246803540106,0.0262151083842
Prrxl1,0.0327730557047,1.88457659029e-06,0.0411478452723,0.0403128029729,0.0348370598103,0.0354583085463,0.0354545393931,0.0278766569235,1.36097065081e-05,0.000143833669215,6.01572215398e-06,6.38981143496e-06
Ccdc76,-0.0383159121124,6.67664101153e-06,0.145777779846,0.135650662859,0.114475684082,0.121574956179,0.121568279538,0.0867763032269,4.01923848486e-05,0.000424771701271,1.77657188868e-05,1.88704848374e-05
Chd9,-0.0014445007874,0.305023039971,1.0,1.0,1.0,1.0,0.5,0.5,0.347924171624,1.0,0.153788411667,0.16335178492
Lpcat2,0.0196699847605,0.117336518052,1.0,1.0,1.0,1.0,0.5,0.5,0.163531326837,1.0,0.0722836326509,0.0767786095585
8430419L09Rik,0.00550020093975,0.265830073313,1.0,1.0,1.0,1.0,0.5,0.5,0.312894141924,1.0,0.138304541711,0.146905046395
Tnr,0.0264045725538,0.00041299113667,1.0,0.999878926289,0.998267886979,1.0,0.5,0.5,0.00139916764022,0.0147870503614,0.000618455935503,0.000656914782223
Tbc1d4,0.0193223280513,0.0141187977243,1.0,1.0,1.0,1.0,0.5,0.5,0.0282136005647,0.298174371987,0.012470892143,0.0132463978854
Rdh12,0.00516884878916,0.148224547877,1.0,1.0,1.0,1.0,0.5,0.5,0.1973367597,1.0,0.0872262099418,0.0926503949896
Ythdf3,0.0125123447904,3.38961857233e-05,0.740089319083,0.522934682006,0.443436102073,0.585963362599,0.5,0.324420393558,0.000162305224155,0.00171531663148,7.17416743758e-05,7.6202949464e-05
Zc3h6,0.0209729395296,0.0126355808884,1.0,1.0,1.0,1.0,0.5,0.5,0.0257571910296,0.272213900589,0.011385117277,0.0120931038208
Yars2,0.00463449935356,0.193228374072,1.0,1.0,1.0,1.0,0.5,0.5,0.243809917826,1.0,0.107768137627,0.114469727907
Hbq1,0.00966845672197,0.210839406706,1.0,1.0,1.0,1.0,0.5,0.5,0.26100893036,1.0,0.115370394197,0.122544732823
Nlgn3,-0.0365821897027,5.36840540997e-05,1.0,0.690305546332,0.598089568332,0.911501554558,0.5,0.436075571452,0.000241379249838,0.00255100748541,0.000106693740963,0.000113328519601
Cars2,0.00747753552071,0.0814596229309,1.0,1.0,1.0,1.0,0.5,0.5,0.121865638564,1.0,0.0538666885492,0.0572164028931
Itpk1,-0.009472878022,0.0969588949334,1.0,1.0,1.0,1.0,0.5,0.5,0.140364290547,1.0,0.0620434078993,0.0659015937092
Fsd1l,0.00539098735187,0.280225497701,1.0,1.0,1.0,1.0,0.5,0.5,0.326440196482,1.0,0.144292128618,0.153264972986
Lcmt2,0.00484222347972,0.158464804353,1.0,1.0,1.0,1.0,0.5,0.5,0.208078493998,1.0,0.0919742395152,0.0976936820439
Lats1,-0.010825341814,0.00110658091371,1.0,0.999999999968,0.99999988491,1.0,0.5,0.5,0.00325811354156,0.0344332499104,0.00144014169596,0.00152969729008
Slc41a2,-0.0616991347856,0.000988481424872,1.0,0.999999999581,0.999999440805,1.0,0.5,0.5,0.00296114998481,0.0312948017767,0.00130887874432,0.0013902717169
Tor1aip2,0.000890235324051,0.452127364036,1.0,1.0,1.0,1.0,0.5,0.5,0.466553416152,1.0,0.206224558912,0.219048687917
Muc5b,0.0319294325094,9.51832489353e-07,0.0207823105725,0.020567856299,0.0180316392668,0.018196181699,0.018196181699,0.0148190800267,7.61821085925e-06,8.05127737386e-05,3.36737899618e-06,3.57678035403e-06
Arhgap25,-0.0344090859852,0.000118524128615,1.0,0.924830461105,0.856712082071,1.0,0.5,0.5,0.000474480779336,0.00501453219605,0.000209728588503,0.00022277061652
A130022J15Rik,-0.0189736017276,0.00206838289121,1.0,1.0,1.0,1.0,0.5,0.5,0.0055487249105,0.0586414896503,0.00245263094766,0.00260514845499
Ttc39b,-0.0025682972007,0.492322736165,1.0,1.0,1.0,1.0,0.5,0.5,0.494952371473,1.0,0.218777381015,0.232382110599
Serpina3b,0.00995354565492,0.0635975854734,1.0,1.0,1.0,1.0,0.5,0.5,0.0993300671987,1.0,0.0439055820525,0.0466358623415
Abi3,-0.0107220767211,0.0344797261363,1.0,1.0,1.0,1.0,0.5,0.5,0.0595890535561,0.629764661927,0.0263393769291,0.0279772980838
Elmo3,0.0103475782627,0.00688012006552,1.0,1.0,1.0,1.0,0.5,0.5,0.0154442227753,0.163221685098,0.00682660959991,0.00725112413222
Csprs,-0.0505890667045,0.000490836620958,1.0,0.999977891707,0.999436645377,1.0,0.5,0.5,0.00162279327408,0.0171504294268,0.000717302275722,0.000761907908379
Slc9a9,0.00380680963429,0.494241829138,1.0,1.0,1.0,1.0,0.5,0.5,0.496310492772,1.0,0.219377693768,0.233019753961
Prkd2,-0.0237477674576,6.28408462496e-05,1.0,0.746428678846,0.65362082762,1.0,0.5,0.471078131025,0.000275994165459,0.0029168339138,0.000121994123424,0.000129580360412
Arap2,0.00459786191996,0.343049495336,1.0,1.0,1.0,1.0,0.5,0.5,0.381180647336,1.0,0.168488340544,0.178965832781
9930032O22Rik,-0.0357472762681,5.92782329319e-05,1.0,0.725915630113,0.633117697277,1.0,0.5,0.457867374508,0.000262550903957,0.00277475931235,0.000116051972799,0.000123268695571
Zfp459,0.00391466428766,0.492322781151,1.0,1.0,1.0,1.0,0.5,0.5,0.494952371473,1.0,0.218777381015,0.232382110599
Parp12,-0.0347067905485,4.09539483812e-06,0.0894188508954,0.0855376975176,0.0728140530596,0.0756009887116,0.0755774426525,0.0563772053415,2.64304565342e-05,0.000279329281646,1.16827121009e-05,1.24092046579e-05
Myst3,0.000586007882875,0.31179328705,1.0,1.0,1.0,1.0,0.5,0.5,0.354097176428,1.0,0.156516984964,0.166250035272
Ankk1,0.00140851758148,0.268990438275,1.0,1.0,1.0,1.0,0.5,0.5,0.31604171786,1.0,0.139695823902,0.148382845839
Tns4,-0.0250114327991,0.00318555573674,1.0,1.0,1.0,1.0,0.5,0.5,0.0080414875956,0.0849861579403,0.00355447452529,0.00377551046834
Zfp641,0.00776984671844,0.0920995017656,1.0,1.0,1.0,1.0,0.5,0.5,0.134694221704,1.0,0.0595371408659,0.0632394737942
Rint1,-0.010132906785,0.0881874182692,1.0,1.0,1.0,1.0,0.5,0.5,0.129986664502,1.0,0.0574563203767,0.0610292569299
Nmur2,0.00371477573923,0.290027721751,1.0,1.0,1.0,1.0,0.5,0.5,0.335037192916,1.0,0.148092147515,0.157301297067
Zfp609,-0.00437088377946,0.186695614085,1.0,1.0,1.0,1.0,0.5,0.5,0.237316207129,1.0,0.104897806861,0.11142090486
Fsd2,0.00793625992376,0.134230435269,1.0,1.0,1.0,1.0,0.5,0.5,0.182189295343,1.0,0.0805307726185,0.0855386001169
Ston2,-0.00955209818817,0.0171309508758,1.0,1.0,1.0,1.0,0.5,0.5,0.0331652049497,0.350505215915,0.0146595856448,0.0155711958743
Tect1,-0.0220407382233,0.000956661645424,1.0,0.99999999916,0.999999133436,1.0,0.5,0.5,0.00287816173779,0.0304177436223,0.00127219652521,0.00135130840425
Stac3,0.0505421395358,8.2690443033e-10,1.80546313318e-05,1.80544684315e-05,1.72862877864e-05,1.7286437116e-05,1.72839564028e-05,1.64289372218e-05,1.93017877968e-08,2.03990215334e-07,8.53171906326e-09,9.06226628074e-09
Apol8,0.0066205534812,0.143814666795,1.0,1.0,1.0,1.0,0.5,0.5,0.192524389903,1.0,0.0850990605001,0.0903909681945
Lrrtm3,0.0178273753702,0.074439474705,1.0,1.0,1.0,1.0,0.5,0.5,0.11323044434,1.0,0.0500497855787,0.0531621447969
Zfp322a,-0.00955866552494,0.180310929218,1.0,1.0,1.0,1.0,0.5,0.5,0.230984096659,1.0,0.102098906149,0.108447953763
Zmat4,0.022837444047,0.00384356115483,1.0,1.0,1.0,1.0,0.5,0.5,0.00945180309956,0.0998910240785,0.0041778580065,0.004437659217
Prdm8,0.00159727646385,0.431243918305,1.0,1.0,1.0,1.0,0.5,0.5,0.450991336934,1.0,0.199345854756,0.211742229716
Dnm3,-0.0192294341994,0.000295955101681,1.0,0.998439642149,0.99031730343,1.0,0.5,0.5,0.00104738473326,0.0110692459955,0.000462961897073,0.000491751305687
Gpr26,-0.000334458272132,0.475063174564,1.0,1.0,1.0,1.0,0.5,0.5,0.483433318729,1.0,0.213685763445,0.226973869437
9630033F20Rik,0.0200182975934,0.000181745560468,1.0,0.981099997323,0.946014950824,1.0,0.5,0.5,0.000685687364071,0.00724666100989,0.000303085497419,0.000321932949629
Ppcdc,-0.020621542957,5.9250945937e-05,1.0,0.725752276625,0.633081291958,1.0,0.5,0.457772808309,0.000262550903957,0.00277475931235,0.000116051972799,0.000123268695571
AI118078,0.0329975737674,0.000234483517811,1.0,0.994025850091,0.975761516802,1.0,0.5,0.5,0.000855401259647,0.00904027590546,0.000378101930789,0.000401614299845
Dbx2,-0.00643643045985,0.22070381036,1.0,1.0,1.0,1.0,0.5,0.5,0.270635440558,1.0,0.119625475718,0.127064417719
5430419D17Rik,-0.0192600464309,0.00332692603563,1.0,1.0,1.0,1.0,0.5,0.5,0.0083411390292,0.0881530127989,0.00368692556429,0.0039161980104
Nipal4,-0.0437405911592,5.46888304094e-07,0.0119407592316,0.0118697545029,0.0105070151877,0.0105626007053,0.0105626007053,0.00881529144767,4.73651695025e-06,5.00577004982e-05,2.09362119112e-06,2.22381358132e-06
Pgm5,0.0321824780638,0.000329144514682,1.0,0.999244192844,0.99406562937,1.0,0.5,0.5,0.00114691052243,0.0121210805394,0.000506953991572,0.000538479060274
Slc39a13,-0.0169555332239,0.000972213873651,1.0,0.999999999402,0.999999302015,1.0,0.5,0.5,0.00291972014839,0.0308569521152,0.00129056605075,0.00137082024362
Tgm4,-0.00469180588945,0.180302484326,1.0,1.0,1.0,1.0,0.5,0.5,0.230984096659,1.0,0.102098906149,0.108447953763
Pogz,0.00656641257631,0.144908052157,1.0,1.0,1.0,1.0,0.5,0.5,0.193726714177,1.0,0.0856305083135,0.0909554642315
Svs3b,-0.0582968040955,7.63920800937e-05,1.0,0.811377645824,0.721101422757,1.0,0.5,0.5,0.000325383745283,0.00343880582281,0.000143825159189,0.000152768964938
Afap1l1,0.0155739740498,0.00226425771417,1.0,1.0,1.0,1.0,0.5,0.5,0.00601067669871,0.0635236096768,0.00265682150862,0.00282203666025
1110038D17Rik,0.00253927987263,0.315207739111,1.0,1.0,1.0,1.0,0.5,0.5,0.35722802651,1.0,0.157900874043,0.167719981861
Dcun1d2,-0.00373047574084,0.256443337683,1.0,1.0,1.0,1.0,0.5,0.5,0.304292793699,1.0,0.134502599248,0.14286667913
A830018L16Rik,-0.0113063090162,0.09450162932,1.0,1.0,1.0,1.0,0.5,0.5,0.137507494308,1.0,0.0607806552882,0.0645603164913
Gpr116,0.0176555983489,0.000234483517811,1.0,0.994025850091,0.975761516802,1.0,0.5,0.5,0.000855401259647,0.00904027590546,0.000378101930789,0.000401614299845
Slc35f4,0.0278308786602,3.12616846159e-05,0.682567621903,0.49468753134,0.418253048996,0.54171125115,0.5,0.307239836405,0.00015133832385,0.00159941335981,6.68941175907e-05,7.10539460719e-05
Lmo3,-0.021892282106,0.00197543297799,1.0,1.0,0.999999999999,1.0,0.5,0.5,0.00534214529246,0.0564582607592,0.00236131923686,0.00250815850118
Klhl12,0.0222451834375,0.00401176941957,1.0,1.0,1.0,1.0,0.5,0.5,0.00981149227996,0.103692385597,0.00433684675249,0.00460653472042
Glmn,-0.00742343277531,0.272172098572,1.0,1.0,1.0,1.0,0.5,0.5,0.318977141935,1.0,0.140993331355,0.149761039138
Kcnv1,-0.0194875565248,0.0245427476343,1.0,1.0,1.0,1.0,0.5,0.5,0.0449035873494,0.474561866967,0.0198481506599,0.0210824131839
Nuak2,-0.00824785471892,0.13843840165,1.0,1.0,1.0,1.0,0.5,0.5,0.186887939112,1.0,0.0826076532183,0.0877446320888
Dock10,-0.0495868574684,1.79058540334e-05,0.390956416966,0.323592732214,0.271024576779,0.316112430678,0.316000012282,0.198844509041,9.33391346512e-05,0.000986451119295,4.12574877951e-05,4.38230956389e-05
Npsr1,0.0197365107461,0.00418692037135,1.0,1.0,1.0,1.0,0.5,0.5,0.0101771549709,0.107556877935,0.00449847589191,0.00477821481084
Crispld2,0.0153888576462,0.0262518802811,1.0,1.0,1.0,1.0,0.5,0.5,0.0474893529991,0.501889433576,0.0209911031325,0.0222964404597
Gpr82,-0.0423890574205,2.26742529846e-06,0.0495069639665,0.048301522898,0.0416188669413,0.0425096894955,0.0424992832538,0.0330635957021,1.59967924331e-05,0.000169061496656,7.07085480312e-06,7.51055778832e-06
1200014J11Rik,-0.00133790652831,0.436921588585,1.0,1.0,1.0,1.0,0.5,0.5,0.455164940674,1.0,0.201190658718,0.213701753302
Apol10b,-0.0123043599853,0.08440051873,1.0,1.0,1.0,1.0,0.5,0.5,0.125438143232,1.0,0.0554457964795,0.0588937080698
Dhx32,-0.015540152895,5.71607939933e-06,0.124804877605,0.117331200553,0.099324523814,0.104609969087,0.104609969087,0.0757972482241,3.53154718747e-05,0.0003732302307,1.56100402612e-05,1.65807547636e-05
Sh3rf2,0.0495979452704,1.37202665277e-08,0.000299568299366,0.000299523434244,0.000279483927973,0.000279522989969,0.000279522989969,0.000256376900337,2.04903077542e-07,2.16551043614e-06,9.05706513398e-08,9.62028113648e-08
Lrrc19,-0.0542682638297,7.86430885393e-09,0.000171709319517,0.000171694579358,0.000161409776557,0.000161422803536,0.000161414939227,0.000149170210341,1.30802865702e-07,1.38238514596e-06,5.78170952133e-08,6.14124666456e-08
Pla2g3,0.0409452961352,9.64991588542e-08,0.00210696263442,0.00210474464887,0.00191540864034,0.00191724528812,0.00191714878896,0.00168796328668,1.06877567925e-06,1.12953154002e-05,4.72417059651e-07,5.01794440063e-07
9030625A04Rik,-0.0280798414516,0.00136102831398,1.0,1.0,0.999999996006,1.0,0.5,0.5,0.00388870440038,0.0410976255854,0.00171887359934,0.00182576221095
Slc9a3,-0.0158769875629,0.00884697299178,1.0,1.0,1.0,1.0,0.5,0.5,0.0191290164689,0.202164288079,0.00845535119268,0.00898114945382
Ankrd56,0.0307276225233,2.98585656462e-06,0.065193192232,0.0631136444783,0.0540371150052,0.0555518613848,0.0555488755282,0.0424947106277,2.01774039715e-05,0.000213244131805,8.91875633091e-06,9.47337156374e-06
Zfp120,0.0269498981283,0.0081774184527,1.0,1.0,1.0,1.0,0.5,0.5,0.0179160261312,0.189344845509,0.00791918879694,0.008411645657
Nhlrc2,0.0078455580571,0.0731050373379,1.0,1.0,1.0,1.0,0.5,0.5,0.111473773523,1.0,0.0492733071482,0.0523373808489
Sfrs12,0.0126797949926,0.00203649806722,1.0,1.0,0.999999999999,1.0,0.5,0.5,0.005482066069,0.0579370082015,0.00242316660401,0.0025738518633
Etnk1,-0.00280661025993,0.191911919125,1.0,1.0,1.0,1.0,0.5,0.5,0.242569458702,1.0,0.107219833559,0.113887327406
Wwp1,0.00788719908654,0.00200505777208,1.0,1.0,0.999999999999,1.0,0.5,0.5,0.00541184158075,0.0571948433497,0.00239212618374,0.00254088118625
Gm5124,0.0356219428834,3.65908246234e-06,0.0798924064827,0.0767844618793,0.0654869993382,0.0677296163779,0.067722298213,0.0510149276899,2.39976273756e-05,0.000253618018568,1.06073601632e-05,1.12669816741e-05
Trim35,0.00696555406405,0.0771898323446,1.0,1.0,1.0,1.0,0.5,0.5,0.116581566991,1.0,0.0515310388856,0.0547355102343
Gpr61,0.0435410724184,1.83191674514e-07,0.00399980702134,0.00399181881223,0.00359853897613,0.00360502896277,0.00360484577109,0.00311590719181,1.8543379793e-06,1.95975008989e-05,8.19648980406e-07,8.70619070096e-07
Gm4980,0.0102455004073,0.0567145015129,1.0,1.0,1.0,1.0,0.5,0.5,0.0903758194879,0.955133434911,0.039947652005,0.0424318073621
Pak7,0.0221220059214,0.00067674995867,1.0,0.999999619264,0.999958832993,1.0,0.5,0.5,0.00213200383099,0.0225320019655,0.000942382017626,0.00100098429385
Chpt1,-0.00540393254863,0.172833406824,1.0,1.0,1.0,1.0,0.5,0.5,0.223071840405,1.0,0.0986015540784,0.104733117925
Lrrc4c,-0.0281427359472,0.00236965765461,1.0,1.0,1.0,1.0,0.5,0.5,0.00625202722069,0.066074313553,0.00276350255138,0.00293535169201
Arhgef10,-0.0179124378046,0.0148239599025,1.0,1.0,1.0,1.0,0.5,0.5,0.029370214496,0.310398002636,0.0129821352066,0.0137894327347
6430537H07Rik,0.016560960375,0.0148230042954,1.0,1.0,1.0,1.0,0.5,0.5,0.029370214496,0.310398002636,0.0129821352066,0.0137894327347
Rps6ka5,-0.0407932895128,2.16554560461e-06,0.047282522731,0.0461821645453,0.039813598442,0.040627801088,0.0406213044512,0.0316992565602,1.53664357267e-05,0.000162399595612,6.79222639911e-06,7.21460280294e-06
Camkk2,0.000725627876279,0.486565947642,1.0,1.0,1.0,1.0,0.5,0.5,0.49113292801,1.0,0.21708912193,0.230588866675
Snx16,0.0268917126768,0.000581845643475,1.0,0.999996972324,0.999846081398,1.0,0.5,0.5,0.00187926597213,0.0198609514496,0.000830667577951,0.000882322862057
Snx22,0.0164924152703,0.0139453764567,1.0,1.0,1.0,1.0,0.5,0.5,0.0279346354226,0.295226139418,0.0123475847973,0.0131154226396
6130401L20Rik,-0.00452376007866,0.298315964733,1.0,1.0,1.0,1.0,0.5,0.5,0.341969928704,1.0,0.15115653485,0.160556244144
Taf5,-0.00993181790374,0.0717785602177,1.0,1.0,1.0,1.0,0.5,0.5,0.109803921845,1.0,0.0485352042559,0.051553378832
Zhx2,0.0128299301869,0.00103753003305,1.0,0.999999999857,0.999999710235,1.0,0.5,0.5,0.0030851780981,0.0326055882077,0.00136370128354,0.0014485034103
Farsa,-0.00986433131383,0.020673632663,1.0,1.0,1.0,1.0,0.5,0.5,0.0388692176375,0.410787858575,0.0171808564358,0.0182492525595
Trub1,-0.00590318106639,0.0858898241503,1.0,1.0,1.0,1.0,0.5,0.5,0.127259307888,1.0,0.0562507822859,0.0597487521324
Arhgap12,0.0103334480001,0.012322128936,1.0,1.0,1.0,1.0,0.5,0.5,0.0252412062041,0.266760734449,0.011157043193,0.0118508468892
